,#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
6446,2020,2,14,20,40,324,3.5,4.5,1.01,13.79,8.77,257,1018.2,13.8,999.0,10.1,99,99
6452,2020,2,14,21,40,328,2.2,3.3,1.05,13.79,9.03,239,1017.6,13.9,999.0,10.1,99,99
6458,2020,2,14,22,40,302,2.9,4.0,1.07,14.81,9.05,258,1017.6,14.2,999.0,10.4,99,99
6464,2020,2,14,23,40,281,2.8,3.9,1.01,12.9,8.51,264,1017.7,14.2,999.0,10.5,99,99
6470,2020,2,15,0,40,285,5.3,6.8,1.02,14.81,7.5,258,1017.8,14.3,999.0,10.7,99,99
6476,2020,2,15,1,40,300,6.2,7.3,1.06,13.79,6.83,240,1017.9,14.1,999.0,10.8,99,99
6482,2020,2,15,2,40,302,5.7,6.8,1.08,14.81,6.77,250,1018.1,14.0,999.0,11.2,99,99
6488,2020,2,15,3,40,306,5.4,6.6,0.98,13.79,6.1,234,1018.9,14.1,999.0,11.0,99,99
6494,2020,2,15,4,40,297,3.9,5.1,0.95,13.79,6.29,216,1019.8,14.1,999.0,11.2,99,99
6500,2020,2,15,5,40,301,4.6,5.5,0.87,13.79,6.3,242,1020.1,14.0,999.0,11.4,99,99
6506,2020,2,15,6,40,325,3.4,4.4,0.82,13.79,6.3,236,1020.8,14.2,999.0,11.1,99,99
6512,2020,2,15,7,40,318,3.4,4.6,0.89,13.79,6.13,223,1020.7,14.0,999.0,11.0,99,99
6518,2020,2,15,8,40,284,2.3,3.0,1.01,13.79,6.74,245,1020.4,14.0,999.0,11.0,99,99
6524,2020,2,15,9,40,315,4.2,5.1,0.86,13.79,6.29,211,1020.9,14.0,999.0,11.2,99,99
6530,2020,2,15,10,40,324,4.5,5.3,0.97,12.9,6.78,235,1020.5,13.9,999.0,11.4,99,99
6536,2020,2,15,11,40,327,2.3,3.0,0.87,12.9,6.27,246,1020.3,13.9,999.0,10.9,99,99
6542,2020,2,15,12,40,306,2.9,3.9,0.98,13.79,6.67,205,1020.7,13.9,999.0,10.8,99,99
6548,2020,2,15,13,40,329,2.7,3.8,0.99,12.9,6.78,203,1021.3,13.8,999.0,10.4,99,99
6554,2020,2,15,14,40,339,1.9,2.8,0.86,12.9,5.88,232,1021.4,13.9,999.0,10.8,99,99
6560,2020,2,15,15,40,305,1.8,2.7,0.87,12.12,5.86,234,1021.7,13.9,999.0,10.9,99,99
6566,2020,2,15,16,40,301,1.7,2.4,0.94,13.79,6.76,206,1021.7,13.9,999.0,10.9,99,99
6572,2020,2,15,17,40,301,4.9,6.3,0.79,13.79,6.6,213,1022.8,14.1,999.0,11.1,99,99
6578,2020,2,15,18,40,310,5.4,6.7,0.82,13.79,6.33,203,1022.8,14.0,999.0,11.1,99,99
6584,2020,2,15,19,40,319,3.6,4.6,0.84,12.9,6.28,228,1022.4,14.1,999.0,10.9,99,99
6590,2020,2,15,20,40,333,3.0,4.2,0.83,13.79,6.54,252,1021.8,14.4,999.0,11.1,99,99
6596,2020,2,15,21,40,308,3.6,4.6,0.97,13.79,7.37,217,1020.9,14.2,999.0,11.1,99,99
6602,2020,2,15,22,40,307,3.8,4.9,0.92,13.79,6.5,187,1020.3,14.3,999.0,11.2,99,99
6608,2020,2,15,23,40,313,5.1,6.0,0.95,12.9,6.27,225,1020.1,14.3,999.0,11.4,99,99
6614,2020,2,16,0,40,310,4.6,5.6,0.99,13.79,6.15,199,1020.1,14.3,999.0,11.5,99,99
6620,2020,2,16,1,40,303,5.3,7.0,1.02,16.0,6.08,284,1020.3,14.2,999.0,11.7,99,99
6626,2020,2,16,2,40,300,6.3,7.6,1.13,16.0,6.27,259,1020.6,14.0,999.0,11.7,99,99
6632,2020,2,16,3,40,302,5.4,6.6,1.15,16.0,6.01,268,1020.9,13.9,999.0,11.5,99,99
6638,2020,2,16,4,40,305,5.6,7.0,1.17,13.79,6.22,221,1021.0,13.8,999.0,11.5,99,99
6644,2020,2,16,5,40,305,5.3,6.6,1.06,16.0,6.03,263,1021.4,13.8,999.0,11.6,99,99
6650,2020,2,16,6,40,303,3.7,5.0,1.11,16.0,6.01,280,1021.4,13.7,999.0,11.3,99,99
6656,2020,2,16,7,40,306,3.3,4.3,1.17,14.81,7.05,257,1021.4,13.8,999.0,11.4,99,99
6662,2020,2,16,8,40,291,2.0,3.7,1.08,14.81,6.48,285,1021.6,13.5,999.0,10.7,99,99
6668,2020,2,16,9,40,270,3.0,4.5,1.16,14.81,7.11,284,1021.7,13.5,999.0,10.9,99,99
6674,2020,2,16,10,40,290,4.5,6.1,1.2,14.81,7.18,271,1021.3,13.6,999.0,10.9,99,99
6680,2020,2,16,11,40,308,3.4,5.5,1.26,13.79,7.78,250,1021.2,13.7,999.0,10.8,99,99
6686,2020,2,16,12,40,297,2.2,3.5,1.24,13.79,7.71,263,1021.0,13.8,999.0,10.7,99,99
6692,2020,2,16,13,40,283,2.1,3.3,1.23,13.79,7.46,252,1020.8,13.5,999.0,10.4,99,99
6698,2020,2,16,14,40,319,1.4,2.4,1.1,12.9,7.04,242,1020.7,13.4,999.0,10.6,99,99
6704,2020,2,16,15,40,303,1.2,2.5,1.11,14.81,7.26,269,1021.0,13.8,999.0,10.7,99,99
6710,2020,2,16,16,40,335,1.0,2.1,1.08,14.81,7.17,276,1021.0,14.0,999.0,10.6,99,99
6716,2020,2,16,17,40,323,0.7,1.8,1.18,13.79,7.55,273,1020.8,14.2,999.0,10.4,99,99
6722,2020,2,16,18,40,296,1.9,2.8,1.23,13.79,7.84,262,1020.5,14.2,999.0,10.6,99,99
6728,2020,2,16,19,40,265,2.1,3.1,1.03,13.79,7.12,270,1019.7,14.2,999.0,10.9,99,99
6734,2020,2,16,20,40,266,4.4,5.9,1.17,13.79,7.65,267,1018.5,14.4,999.0,11.4,99,99
6740,2020,2,16,21,40,287,3.0,4.1,1.22,13.79,7.7,279,1017.7,14.5,999.0,11.3,99,99
6746,2020,2,16,22,40,242,3.8,4.8,1.26,13.79,7.71,276,1017.4,14.2,999.0,11.0,99,99
6752,2020,2,16,23,40,278,3.9,5.3,1.22,13.79,7.64,250,1017.3,14.0,999.0,10.9,99,99
6758,2020,2,17,0,40,285,4.0,5.0,1.21,12.9,7.39,247,1016.7,13.9,999.0,11.0,99,99
6764,2020,2,17,1,40,287,4.4,5.4,1.19,13.79,6.92,257,1016.6,13.9,999.0,11.3,99,99
6770,2020,2,17,2,40,283,3.7,4.7,1.2,12.12,7.2,260,1016.8,14.1,999.0,11.7,99,99
6776,2020,2,17,3,40,313,3.2,4.2,1.13,12.12,6.86,254,1016.8,14.2,999.0,11.9,99,99
6782,2020,2,17,4,40,306,1.9,2.8,1.07,12.9,6.64,237,1016.7,14.2,999.0,12.1,99,99
6788,2020,2,17,5,40,291,1.1,2.3,0.99,12.12,6.85,259,1016.7,14.2,999.0,12.1,99,99
6794,2020,2,17,6,40,305,0.8,1.8,1.1,12.12,7.48,264,1016.5,14.4,999.0,12.3,99,99
6800,2020,2,17,7,40,58,0.9,1.8,1.04,13.79,7.29,273,1016.3,14.2,999.0,11.8,99,99
6806,2020,2,17,8,40,178,1.2,2.4,1.05,12.9,7.36,245,1015.9,14.1,999.0,11.3,99,99
6812,2020,2,17,9,40,206,1.4,2.0,1.05,12.12,7.42,249,1015.6,14.2,999.0,11.5,99,99
6818,2020,2,17,10,40,281,2.7,3.7,1.11,12.12,7.48,270,1014.8,14.3,999.0,11.8,99,99
6824,2020,2,17,11,40,299,3.0,4.5,1.32,8.33,7.61,277,1014.4,14.1,999.0,11.6,99,99
6830,2020,2,17,12,40,310,2.0,3.4,1.49,9.09,7.68,273,1014.5,13.9,999.0,11.3,99,99
6836,2020,2,17,13,40,64,1.5,3.0,1.39,8.33,7.28,277,1014.5,14.0,999.0,11.2,99,99
6842,2020,2,17,14,40,66,1.7,4.8,1.48,10.0,7.31,269,1014.6,13.9,999.0,10.8,99,99
6848,2020,2,17,15,40,114,0.4,1.6,1.45,9.09,7.31,274,1015.1,14.0,999.0,10.7,99,99
6854,2020,2,17,16,40,185,0.4,1.1,1.47,8.33,7.34,277,1015.4,14.4,999.0,10.5,99,99
6860,2020,2,17,17,40,253,0.2,1.2,1.46,9.09,7.44,279,1015.5,14.4,999.0,10.5,99,99
6866,2020,2,17,18,40,246,0.5,1.3,1.44,10.0,7.29,271,1015.4,14.4,999.0,10.7,99,99
6872,2020,2,17,19,40,292,1.3,2.5,1.45,9.09,7.12,276,1014.8,14.3,999.0,10.7,99,99
6878,2020,2,17,20,40,268,1.8,2.8,1.4,8.33,7.21,271,1013.9,14.6,999.0,10.9,99,99
6884,2020,2,17,21,40,273,2.8,4.2,1.45,8.33,7.55,275,1013.0,14.7,999.0,11.4,99,99
6890,2020,2,17,22,40,278,3.0,4.2,1.35,16.0,7.45,269,1012.7,14.9,999.0,11.7,99,99
6896,2020,2,17,23,40,295,4.6,5.8,1.41,9.09,7.41,283,1012.6,14.7,999.0,12.2,99,99
6902,2020,2,18,0,40,284,3.3,4.5,1.41,10.0,7.35,278,1012.3,14.4,999.0,11.9,99,99
6908,2020,2,18,1,40,292,3.6,4.9,1.47,9.09,7.07,283,1012.9,14.0,999.0,11.9,99,99
6914,2020,2,18,2,40,304,3.0,4.3,1.42,8.33,6.92,283,1013.1,14.2,999.0,12.2,99,99
6920,2020,2,18,3,40,307,2.0,3.3,1.54,9.09,7.2,274,1013.4,14.4,999.0,12.2,99,99
6926,2020,2,18,4,40,189,0.8,1.9,1.56,8.33,7.32,282,1013.7,14.3,999.0,12.2,99,99
6932,2020,2,18,5,40,155,1.5,2.7,1.55,8.33,7.3,284,1014.5,14.3,999.0,12.2,99,99
6938,2020,2,18,6,40,176,1.4,2.4,1.34,9.09,6.85,276,1014.7,14.2,999.0,12.0,99,99
6944,2020,2,18,7,40,165,3.3,4.7,1.32,16.0,7.31,286,1014.6,14.4,999.0,11.6,99,99
6950,2020,2,18,8,40,162,3.0,4.9,1.25,16.0,7.13,266,1014.4,14.3,999.0,11.3,99,99
6956,2020,2,18,9,40,162,3.8,5.1,1.24,16.0,7.56,263,1014.2,14.2,999.0,11.2,99,99
6962,2020,2,18,10,40,164,3.6,4.8,1.26,16.0,8.06,268,1014.0,14.0,999.0,11.1,99,99
6968,2020,2,18,11,40,156,3.2,4.8,1.26,16.0,8.14,280,1014.2,14.0,999.0,10.9,99,99
6974,2020,2,18,12,40,169,2.0,4.0,1.23,16.0,7.55,259,1014.3,13.9,999.0,10.6,99,99
6980,2020,2,18,13,40,170,1.3,2.5,1.23,14.81,7.54,282,1014.6,13.7,999.0,10.1,99,99
6986,2020,2,18,14,40,140,2.8,4.3,1.25,16.0,7.43,281,1015.1,13.8,999.0,10.3,99,99
6992,2020,2,18,15,40,114,2.9,4.0,1.21,14.81,7.6,272,1015.2,14.2,999.0,10.5,99,99
6998,2020,2,18,16,40,116,3.1,4.8,1.21,14.81,7.62,265,1015.9,14.3,999.0,10.5,99,99
7004,2020,2,18,17,40,111,2.2,3.9,1.07,14.81,6.95,264,1016.4,14.5,999.0,10.5,99,99
7010,2020,2,18,18,40,146,2.5,3.4,1.13,14.81,7.5,281,1016.1,14.5,999.0,10.4,99,99
7016,2020,2,18,19,40,163,1.9,2.8,1.19,14.81,7.8,272,1015.8,14.6,999.0,10.6,99,99
7022,2020,2,18,20,40,179,2.7,4.2,1.09,14.81,7.75,270,1015.3,14.7,999.0,10.7,99,99
7028,2020,2,18,21,40,195,2.3,3.2,1.24,14.81,8.26,268,1014.9,14.8,999.0,10.7,99,99
7034,2020,2,18,22,40,246,1.1,2.2,1.12,14.81,8.14,286,1014.7,15.1,999.0,11.0,99,99
7040,2020,2,18,23,40,196,0.8,1.4,1.12,14.81,7.89,263,1014.3,15.3,999.0,11.0,99,99
7046,2020,2,19,0,40,178,1.1,1.7,1.08,13.79,8.01,270,1014.5,15.6,999.0,11.1,99,99
7052,2020,2,19,1,40,178,1.3,1.9,1.07,14.81,7.93,266,1014.9,14.7,999.0,11.4,99,99
7058,2020,2,19,2,40,279,1.6,3.0,1.06,14.81,7.98,258,1015.6,14.6,999.0,11.4,99,99
7064,2020,2,19,3,40,335,1.4,2.3,1.15,14.81,7.83,269,1015.7,14.5,999.0,11.4,99,99
7070,2020,2,19,4,40,185,0.8,1.5,1.09,13.79,7.65,271,1016.5,14.4,999.0,11.6,99,99
7076,2020,2,19,5,40,176,0.5,1.0,1.04,14.81,7.65,257,1016.6,14.4,999.0,11.6,99,99
7082,2020,2,19,6,40,311,1.1,1.8,0.99,14.81,7.65,264,1016.4,14.4,999.0,11.7,99,99
7088,2020,2,19,7,40,325,3.0,4.5,0.95,16.0,7.36,269,1016.8,14.6,999.0,12.1,99,99
7094,2020,2,19,8,40,6,2.4,3.9,1.03,14.81,8.55,249,1016.9,14.5,999.0,11.5,99,99
7100,2020,2,19,9,40,38,1.3,2.2,0.94,14.81,8.2,281,1017.0,14.3,999.0,11.3,99,99
7106,2020,2,19,10,40,331,1.0,3.7,1.0,13.79,8.61,274,1016.4,14.0,999.0,11.1,99,99
7112,2020,2,19,11,40,284,2.0,3.5,0.96,14.81,8.72,262,1016.4,14.1,999.0,11.2,99,99
7118,2020,2,19,12,40,318,2.9,4.1,0.91,14.81,8.14,254,1016.7,14.1,999.0,11.2,99,99
7124,2020,2,19,13,40,47,1.5,3.9,1.04,14.81,9.1,261,1016.9,14.1,999.0,11.1,99,99
7130,2020,2,19,14,40,338,1.5,2.9,1.02,14.81,8.83,265,1017.3,14.1,999.0,10.9,99,99
7136,2020,2,19,15,40,356,1.4,2.4,1.04,14.81,8.61,252,1018.2,14.3,999.0,10.7,99,99
7142,2020,2,19,16,40,173,0.2,1.0,0.86,12.9,7.9,270,1018.9,14.4,999.0,10.4,99,99
7148,2020,2,19,17,40,279,1.7,3.4,1.0,14.81,8.5,254,1019.3,14.4,999.0,10.3,99,99
7154,2020,2,19,18,40,260,1.6,2.4,0.91,14.81,8.29,265,1019.2,14.4,999.0,10.4,99,99
7160,2020,2,19,19,40,255,2.4,3.8,1.13,14.81,8.71,254,1018.9,14.6,999.0,10.7,99,99
7166,2020,2,19,20,40,260,3.3,4.2,1.04,13.79,7.88,261,1018.2,14.4,999.0,10.8,99,99
7172,2020,2,19,21,40,266,3.7,4.9,0.96,14.81,7.53,248,1017.6,14.5,999.0,11.1,99,99
7178,2020,2,19,22,40,291,4.4,5.7,1.08,14.81,7.78,239,1017.1,14.4,999.0,11.3,99,99
7184,2020,2,19,23,40,299,4.5,5.4,0.96,13.79,6.73,269,1017.0,14.5,999.0,11.5,99,99
7190,2020,2,20,0,40,301,4.0,5.0,1.02,14.81,7.02,249,1016.7,14.7,999.0,11.9,99,99
7196,2020,2,20,1,40,306,3.5,4.5,0.97,14.81,6.91,243,1016.8,14.6,999.0,11.9,99,99
7202,2020,2,20,2,40,315,3.1,3.9,1.03,14.81,7.0,240,1017.3,14.6,999.0,12.2,99,99
7208,2020,2,20,3,40,312,2.1,3.0,1.06,16.0,6.57,224,1017.7,14.6,999.0,12.2,99,99
7214,2020,2,20,4,40,304,1.9,2.8,1.04,14.81,6.47,238,1018.1,14.5,999.0,12.3,99,99
7220,2020,2,20,5,40,332,1.9,2.7,1.07,13.79,6.78,254,1018.4,14.6,999.0,12.5,99,99
7226,2020,2,20,6,40,349,1.5,2.0,1.08,13.79,6.73,259,1018.6,14.6,999.0,12.4,99,99
7232,2020,2,20,7,40,337,2.9,3.8,1.04,13.79,6.64,257,1018.6,14.5,999.0,12.3,99,99
7238,2020,2,20,8,40,323,3.4,4.8,1.05,13.79,6.81,251,1018.5,14.5,999.0,12.2,99,99
7244,2020,2,20,9,40,326,3.1,5.0,1.06,12.9,7.11,265,1018.3,14.5,999.0,12.2,99,99
7250,2020,2,20,10,40,329,3.4,4.7,0.93,13.79,6.52,245,1018.0,14.2,999.0,11.9,99,99
7256,2020,2,20,11,40,320,3.6,5.2,0.98,14.81,7.24,233,1017.8,14.2,999.0,11.8,99,99
7262,2020,2,20,12,40,336,2.6,4.4,1.0,14.81,7.76,214,1017.5,14.2,999.0,11.7,99,99
7268,2020,2,20,13,40,360,3.1,5.3,0.94,13.79,7.56,250,1017.8,13.6,999.0,11.7,99,99
7274,2020,2,20,14,40,339,2.6,4.4,0.96,14.81,7.48,228,1018.6,13.6,999.0,11.9,99,99
7280,2020,2,20,15,40,349,3.9,5.4,0.97,13.79,7.69,246,1019.2,13.9,999.0,12.1,99,99
7286,2020,2,20,16,40,360,3.2,4.4,0.97,14.81,7.38,218,1019.9,13.8,999.0,12.0,99,99
7292,2020,2,20,17,40,13,3.2,4.4,1.02,14.81,7.44,221,1020.1,13.9,999.0,11.9,99,99
7298,2020,2,20,18,40,348,2.4,3.7,0.89,14.81,6.9,224,1020.0,13.4,999.0,11.8,99,99
7304,2020,2,20,19,40,342,4.1,5.3,0.96,12.12,7.12,260,1019.2,14.1,999.0,12.5,99,99
7310,2020,2,20,20,40,335,2.2,2.9,1.07,13.79,7.38,245,1018.4,14.8,999.0,12.7,99,99
7316,2020,2,20,21,40,330,2.5,3.2,1.01,13.79,7.04,227,1017.5,14.9,999.0,12.9,99,99
7322,2020,2,20,22,40,314,2.6,3.4,0.99,14.81,7.41,217,1017.4,15.3,999.0,13.1,99,99
7328,2020,2,20,23,40,315,3.9,4.9,0.91,13.79,7.3,242,1016.7,15.5,999.0,13.5,99,99
7334,2020,2,21,0,40,295,3.8,4.5,0.94,14.81,7.59,202,1016.5,15.5,999.0,13.4,99,99
7340,2020,2,21,1,40,290,2.9,3.9,0.98,14.81,7.63,208,1016.3,15.5,999.0,13.8,99,99
7346,2020,2,21,2,40,274,2.8,3.5,0.82,13.79,7.5,234,1016.7,15.4,999.0,13.8,99,99
7352,2020,2,21,3,40,328,2.6,3.2,0.85,12.9,7.64,230,1016.6,15.4,999.0,13.9,99,99
7358,2020,2,21,4,40,335,2.6,3.7,0.8,13.79,7.45,240,1017.4,15.4,999.0,14.0,99,99
7364,2020,2,21,5,40,334,0.3,0.9,0.89,14.81,7.93,222,1018.2,15.2,999.0,13.7,99,99
7370,2020,2,21,6,40,279,4.5,5.6,0.91,14.81,8.08,220,1018.1,15.4,999.0,13.9,99,99
7376,2020,2,21,7,40,291,3.7,4.7,0.85,12.9,7.86,244,1017.3,15.4,999.0,14.1,99,99
7382,2020,2,21,8,40,316,1.7,2.3,0.9,13.79,8.07,207,1017.1,15.3,999.0,13.8,99,99
7388,2020,2,21,9,40,38,2.5,3.4,0.85,11.43,7.91,268,1016.6,15.4,999.0,13.6,99,99
7394,2020,2,21,10,40,350,1.0,1.5,0.8,11.43,7.38,259,1016.3,15.5,999.0,13.7,99,99
7400,2020,2,21,11,40,53,0.3,0.7,0.88,13.79,8.44,218,1015.9,15.3,999.0,13.7,99,99
7406,2020,2,21,12,40,119,0.4,1.0,0.95,14.81,9.04,205,1015.7,15.2,999.0,13.6,99,99
7412,2020,2,21,13,40,168,0.6,0.9,0.86,13.79,9.04,229,1015.6,15.2,999.0,13.7,99,99
7418,2020,2,21,14,40,162,2.0,2.9,0.82,13.79,8.55,231,1016.1,15.2,999.0,14.0,99,99
7424,2020,2,21,15,40,238,1.1,2.5,0.83,13.79,9.0,215,1016.6,15.0,999.0,13.8,99,99
7430,2020,2,21,16,40,134,3.6,5.0,0.71,14.81,8.13,194,1016.7,15.3,999.0,13.8,99,99
7436,2020,2,21,17,40,213,4.1,5.5,0.83,13.79,8.72,226,1017.6,14.6,999.0,13.4,99,99
7442,2020,2,21,18,40,177,1.1,2.1,0.94,14.81,9.25,216,1017.2,14.7,999.0,13.8,99,99
7448,2020,2,21,19,40,223,2.1,2.9,0.81,14.81,8.44,192,1016.6,15.2,999.0,13.4,99,99
7454,2020,2,21,20,40,211,2.4,3.1,0.92,13.79,9.29,216,1015.7,15.7,999.0,13.2,99,99
7460,2020,2,21,21,40,193,3.1,3.8,0.81,13.79,8.52,215,1015.3,15.8,999.0,13.2,99,99
7466,2020,2,21,22,40,179,2.5,3.4,0.78,13.79,8.7,253,1014.9,15.9,999.0,13.4,99,99
7472,2020,2,21,23,40,188,5.3,6.1,0.77,13.79,8.49,247,1015.1,15.8,999.0,13.5,99,99
7478,2020,2,22,0,40,192,4.6,6.0,0.72,13.79,6.58,202,1015.3,15.4,999.0,12.9,99,99
7484,2020,2,22,1,40,189,5.4,6.9,0.87,13.79,6.88,214,1015.6,15.5,999.0,12.9,99,99
7490,2020,2,22,2,40,208,5.5,6.6,0.87,12.9,5.94,256,1016.1,15.5,999.0,12.8,99,99
7496,2020,2,22,3,40,204,3.6,4.7,0.87,13.79,6.06,207,1016.4,15.4,999.0,12.1,99,99
7502,2020,2,22,4,40,208,3.3,4.3,0.89,12.12,6.21,271,1017.0,15.4,999.0,11.8,99,99
7508,2020,2,22,5,40,203,3.5,4.4,0.9,12.9,6.36,248,1017.2,15.3,999.0,11.4,99,99
7514,2020,2,22,6,40,193,3.9,4.9,0.83,12.12,5.92,260,1017.1,15.1,999.0,10.8,99,99
7520,2020,2,22,7,40,204,4.3,5.7,0.95,12.12,6.34,254,1016.8,15.0,999.0,11.1,99,99
7526,2020,2,22,8,40,209,4.5,5.7,0.91,12.12,6.34,285,1016.7,15.0,999.0,10.2,99,99
7532,2020,2,22,9,40,204,4.0,4.8,1.13,12.12,7.29,267,1016.6,15.0,999.0,10.8,99,99
7538,2020,2,22,10,40,194,3.4,4.5,1.02,10.81,6.44,266,1016.0,15.1,999.0,10.8,99,99
7544,2020,2,22,11,40,170,3.8,4.6,1.01,11.43,7.13,266,1015.4,15.1,999.0,11.1,99,99
7550,2020,2,22,12,40,173,5.0,6.6,1.14,11.43,7.48,265,1015.6,15.1,999.0,11.6,99,99
7556,2020,2,22,13,40,173,4.5,5.6,1.13,10.0,7.38,278,1015.8,15.2,999.0,11.6,99,99
7562,2020,2,22,14,40,190,6.1,8.7,1.27,10.81,7.17,267,1016.5,15.2,999.0,12.0,99,99
7568,2020,2,22,15,40,199,4.3,5.4,1.25,10.81,7.61,273,1017.2,12.5,999.0,10.1,99,99
7574,2020,2,22,16,40,219,6.5,8.0,1.34,14.81,7.33,241,1017.8,14.3,999.0,9.3,99,99
7580,2020,2,22,17,40,240,4.6,5.8,1.28,10.81,6.97,269,1018.1,14.7,999.0,10.0,99,99
7586,2020,2,22,18,40,317,2.2,3.5,1.43,11.43,8.08,275,1018.9,13.3,999.0,7.6,99,99
7592,2020,2,22,19,40,254,5.6,7.2,1.55,12.9,7.66,252,1018.4,14.9,999.0,9.9,99,99
7598,2020,2,22,20,40,258,6.7,8.4,1.43,14.81,6.41,280,1018.0,15.0,999.0,10.3,99,99
7604,2020,2,22,21,40,265,6.5,8.4,1.52,12.9,6.28,258,1017.8,15.0,999.0,10.7,99,99
7610,2020,2,22,22,40,281,6.7,8.1,1.51,12.9,6.36,264,1017.7,15.1,999.0,10.4,99,99
7616,2020,2,22,23,40,276,5.6,7.1,1.45,11.43,5.81,260,1017.9,15.2,999.0,10.0,99,99
7622,2020,2,23,0,40,268,5.3,6.6,1.53,5.0,5.95,206,1018.3,15.1,999.0,10.4,99,99
7628,2020,2,23,1,40,282,4.7,6.2,1.5,13.79,6.37,264,1018.8,14.9,999.0,10.5,99,99
7634,2020,2,23,2,40,274,5.3,7.1,1.62,14.81,6.53,255,1019.8,14.9,999.0,10.7,99,99
7640,2020,2,23,3,40,276,2.8,3.7,1.48,13.79,6.5,277,1020.0,14.8,999.0,10.8,99,99
7646,2020,2,23,4,40,254,3.9,5.3,1.61,13.79,6.7,279,1020.8,14.9,999.0,10.6,99,99
7652,2020,2,23,5,40,249,5.1,6.5,1.65,13.79,6.85,278,1021.5,15.0,999.0,10.9,99,99
7658,2020,2,23,6,40,264,6.3,8.1,1.63,13.79,6.56,267,1021.8,15.0,999.0,11.0,99,99
7664,2020,2,23,7,40,275,6.6,8.4,1.8,12.9,6.46,262,1022.1,14.9,999.0,10.5,99,99
7670,2020,2,23,8,40,287,6.5,8.0,1.93,12.9,6.72,258,1022.0,14.8,999.0,11.4,99,99
7676,2020,2,23,9,40,279,7.0,8.6,1.85,13.79,6.24,275,1022.5,14.8,999.0,11.0,99,99
7682,2020,2,23,10,40,278,8.1,10.2,1.84,8.33,6.07,257,1022.4,14.4,999.0,10.8,99,99
7688,2020,2,23,11,40,283,7.2,9.3,1.99,7.14,6.2,227,1022.8,14.3,999.0,10.0,99,99
7694,2020,2,23,12,40,285,8.3,11.0,2.02,12.9,6.02,258,1023.4,14.0,999.0,9.1,99,99
7700,2020,2,23,13,40,307,7.6,9.4,1.91,7.14,5.91,231,1023.6,14.1,999.0,9.3,99,99
7706,2020,2,23,14,40,296,6.9,10.7,1.93,9.09,6.13,262,1024.5,14.2,999.0,9.1,99,99
7712,2020,2,23,15,40,303,7.4,10.0,2.07,11.43,6.33,281,1025.5,14.2,999.0,9.8,99,99
7718,2020,2,23,16,40,316,5.2,6.8,2.06,7.69,6.36,264,1026.3,14.1,999.0,9.1,99,99
7724,2020,2,23,17,40,309,3.9,6.1,2.05,8.33,6.72,271,1026.6,14.2,999.0,9.2,99,99
7730,2020,2,23,18,40,317,3.8,5.3,2.15,12.9,6.94,280,1026.7,14.3,999.0,9.1,99,99
7736,2020,2,23,19,40,306,4.1,6.1,1.85,12.9,6.71,278,1026.4,14.2,999.0,9.1,99,99
7742,2020,2,23,20,40,303,4.5,6.1,1.95,10.0,6.62,268,1025.5,14.4,999.0,9.5,99,99
7748,2020,2,23,21,40,307,5.4,6.8,1.89,7.69,6.55,274,1024.8,14.5,999.0,10.2,99,99
7754,2020,2,23,22,40,307,5.6,7.1,1.95,9.09,6.68,274,1024.4,14.6,999.0,10.2,99,99
7760,2020,2,23,23,40,311,5.1,7.2,1.96,7.69,6.75,276,1024.3,14.5,999.0,9.7,99,99
7766,2020,2,24,0,40,308,3.8,6.2,1.88,10.81,6.9,274,1024.4,14.5,999.0,9.7,99,99
7772,2020,2,24,1,40,310,3.4,4.8,1.82,12.12,6.95,277,1024.1,14.4,999.0,9.8,99,99
7778,2020,2,24,2,40,293,3.8,4.9,1.85,10.0,7.13,275,1024.1,14.4,999.0,10.4,99,99
7784,2020,2,24,3,40,289,5.8,7.0,1.7,12.9,6.85,258,1024.1,14.5,999.0,11.0,99,99
7790,2020,2,24,4,40,283,6.7,8.7,1.88,9.09,6.91,274,1024.0,14.5,999.0,11.2,99,99
7796,2020,2,24,5,40,287,6.9,8.7,2.07,8.33,6.89,280,1024.3,14.5,999.0,11.2,99,99
7802,2020,2,24,6,40,297,6.0,7.2,1.77,10.0,6.44,280,1024.6,14.5,999.0,11.2,99,99
7808,2020,2,24,7,40,306,5.6,7.6,2.01,8.33,6.73,275,1024.6,14.6,999.0,11.4,99,99
7814,2020,2,24,8,40,293,3.5,4.7,1.94,8.33,6.9,276,1024.7,14.4,999.0,11.2,99,99
7820,2020,2,24,9,40,276,2.7,4.0,1.75,7.14,6.53,279,1024.4,14.3,999.0,10.8,99,99
7826,2020,2,24,10,40,266,1.9,3.7,1.75,7.69,6.66,277,1023.6,14.3,999.0,11.0,99,99
7832,2020,2,24,11,40,19,1.2,2.8,1.79,8.33,6.9,277,1023.2,14.2,999.0,10.0,99,99
7838,2020,2,24,12,40,163,1.3,3.4,1.68,9.09,6.72,276,1022.9,14.1,999.0,10.0,99,99
7844,2020,2,24,13,40,312,0.6,1.9,1.69,14.81,7.09,264,1022.8,14.2,999.0,10.2,99,99
7850,2020,2,24,14,40,289,0.6,1.8,1.76,14.81,7.52,272,1023.2,14.2,999.0,10.2,99,99
7856,2020,2,24,15,40,328,2.4,4.1,1.64,14.81,7.38,274,1023.4,14.2,999.0,10.1,99,99
